V_BZNO|CONM|ETB_DT|COPR_OPNP_C|BZSCAL_C|EMPCN|STD_INDS_CFC|
1000019449|테스트19449|20110608|30|4|3|10820|
1000019450|테스트19450|20111027|30|4|25|25912|
1000019451|테스트19451|20131205|40||25|10211|
1000019452|테스트19452|20141011|40|4|2|11111|
1000019453|테스트19453|20150701|40|4|6|38130|
1000019454|테스트19454|20151221|40|4|5|46312|
1000019455|테스트19455|20160701|40|4|3|1121|
1000019456|테스트19456|20040301|40|4|10|23324|
1000019457|테스트19457|20180814|40|4|8|1159|
1000019458|테스트19458|20080801|40|4|8|1110|
1000019459|테스트19459|20090616|40|4|47|46311|
1000019460|테스트19460|20130601|40|4|3|10511|
1000019461|테스트19461|20150327|40|4|4|46311|
1000019462|테스트19462|19660201|40|4|101|49220|
1000019463|테스트19463|19990120|40|4|6|85614|
1000019464|테스트19464|20031224|40|4|14|38130|
1000019465|테스트19465|20120214|40|4|2|55109|
1000019466|테스트19466|20150224|92|4|3|10897|
1000019467|테스트19467|20150701|40|4|2|10309|
1000019468|테스트19468|20151222|40|5|0|1159|
1000019469|테스트19469|20020130|40|4|19|3211|
1000019470|테스트19470|20050416|40|4|2|46312|
1000019471|테스트19471|20050831|40|5|0|10309|
1000019472|테스트19472|20060116|40|4|7|10309|
1000019473|테스트19473|19960313|80|9|31|52102|
1000019474|테스트19474|20100101|80|9|4|46312|
1000019475|테스트19475|20100624|80|9|30|46312|
1000019476|테스트19476|19980501|40|4|13|20312|
1000019477|테스트19477|20000129|40|5|11|20209|
1000019478|테스트19478|20000224|40|4|6|41229|
1000019479|테스트19479|20000318|40|4|17|42132|
1000019480|테스트19480|20020222|40|4|0|42420|
1000019481|테스트19481|20031101|40|4|9|20312|
1000019482|테스트19482|20040401|40|4|6|10892|
1000019483|테스트19483|20050629|40|4|5|42311|
1000019484|테스트19484|20080401|40|4|17|31114|
1000019485|테스트19485|20071120|40|4|12|11202|
1000019486|테스트19486|20090727|40|5|60|23231|
1000019487|테스트19487|20091130|40|4|7|1220|
1000019488|테스트19488|20100607|40|5|0|23311|
1000019489|테스트19489|20120110|40|4|15|10309|
1000019490|테스트19490|20120309|40|5|40|29171|
1000019491|테스트19491|20120417|30|4|30|10893|
1000019492|테스트19492|20121214|40|4|0|23322|
1000019493|테스트19493|20130306|40|4|0|10892|
1000019494|테스트19494|20130308|40|5|0|23231|
1000019495|테스트19495|20131111|40|4|8|29174|
1000019496|테스트19496|20141006|40|5|0|1159|
1000019497|테스트19497|20150325|40|4|17|31114|
1000019498|테스트19498|20150506|40|5|0|68129|
1000019499|테스트19499|20150903|30|4|3|68112|
1000019500|테스트19500|20151029|40|5|0|68119|
1000019501|테스트19501|20151111|40|4|22|10899|
1000019502|테스트19502|20100701|40|4|5|46329|
1000019503|테스트19503|20040220|40|4|2|46311|
1000019504|테스트19504|20130220|40|9|0|47211|
1000019505|테스트19505|19891113|40|4|23|41220|
1000019506|테스트19506|19950323|40|5|23|23219|
1000019507|테스트19507|19950328|30|4|49|11202|
1000019508|테스트19508|20021115|40|8|6|16302|
1000019509|테스트19509|20041202|40|8|3|38120|
1000019510|테스트19510|20050701|30|4|65|11201|
1000019511|테스트19511|20070109|40|5|0|23325|
1000019512|테스트19512|20070621|40|4|11|7121|
1000019513|테스트19513|20090413|40|4|25|23322|
1000019514|테스트19514|20091211|40|4|26|20202|
1000019515|테스트19515|20110513|40|5|6||
1000019516|테스트19516|20120101|40|4|6|38311|
1000019517|테스트19517|20120326|40|4|18|23232|
1000019518|테스트19518|20130906|40|5|0|46311|
1000019519|테스트19519|20131016|40|5|4|25113|
1000019520|테스트19520|20150901|40|4|15|52102|
1000019521|테스트19521|19880101|40|4|27|23221|
1000019522|테스트19522|20000108|92|4|16|42311|
1000019523|테스트19523|20020419|40|5|0|42132|
1000019524|테스트19524|19950320|40|4|43|46319|
1000019525|테스트19525|20081007|40|8|8|10800|
1000019526|테스트19526|20120319|40|8|10|10309|
1000019527|테스트19527|20130719|40|4|8|1110|
1000019528|테스트19528|19870903|40|4|23|23322|
1000019529|테스트19529|19871209|40|4|32|74211|
1000019530|테스트19530|19901120|40|4|30|10211|
1000019531|테스트19531|19950101|40|4|1|31114|
1000019532|테스트19532|19931004|30|4|39|96121|
1000019533|테스트19533|19940101|40|4|2|7121|
1000019534|테스트19534|19960103|30||17|31114|
1000019535|테스트19535|19971001|40|4|17|38322|
1000019536|테스트19536|19970701|92|4|140|31114|
1000019537|테스트19537|19970701|40|4|18|38110|
1000019538|테스트19538|19980103|30|4|190|75121|
1000019539|테스트19539|19990104|40|4|0|31112|
1000019540|테스트19540|19990101|40|4|40|42600|
1000019541|테스트19541|20000201|40|4|30|31114|
1000019542|테스트19542|20000221|40|4|33|49232|
1000019543|테스트19543|20000219|30|4|17|46595|
1000019544|테스트19544|20000829|30|2|305|31114|
1000019545|테스트19545|20001005|40|4|0|75999|
1000019546|테스트19546|20010401|30|4|17|31114|
1000019547|테스트19547|20010820|30|4|52|31114|
1000019548|테스트19548|20010925|40|4|4|42201|
1000019549|테스트19549|20011015|40|4|11|20312|
1000019550|테스트19550|20020809|40|4|4|42201|
1000019551|테스트19551|20020829|40|5|5|20121|
1000019552|테스트19552|20030301|40|4|5|30399|
1000019553|테스트19553|20030715|30|4|48|31114|
1000019554|테스트19554|20040322|40|5|28|49232|
1000019555|테스트19555|20040412|40|4|26|42311|
1000019556|테스트19556|20040703|30|4|37|29111|
1000019557|테스트19557|20050101|40|4|10|42420|
1000019558|테스트19558|20050401|40|4|22|31114|
1000019559|테스트19559|20050530|30|4|444|72129|
1000019560|테스트19560|20060101|30|4|135|31114|
1000019561|테스트19561|20060207|30|4|176|25922|
1000019562|테스트19562|20060501|40|4|153|31114|
1000019563|테스트19563|20070101|40|4|40|42312|
1000019564|테스트19564|20080305|40|4|17|7110|
1000019565|테스트19565|20080401|92|4|2|31114|
1000019566|테스트19566|20080523|30|4|6|55109|
1000019567|테스트19567|20080701|40|4|162|75999|
1000019568|테스트19568|20081113|40|4|5|42411|
1000019569|테스트19569|20090819|40|4|0|29171|
1000019570|테스트19570|20090910|40|4|0|75995|
1000019571|테스트19571|20100708|40|4|0|29280|
1000019572|테스트19572|20100901|40|4|70|31114|
1000019573|테스트19573|20111212|40|4|5|46800|
1000019574|테스트19574|20120101|40|4|135|31114|
1000019575|테스트19575|20120208|40|4|5|68121|
1000019576|테스트19576|20120401|40|4|36|31114|
1000019577|테스트19577|20120406|40|4|0|38210|
1000019578|테스트19578|20120601|40|4|14|75121|
1000019579|테스트19579|20121218|40|4|0|42202|
1000019580|테스트19580|20130101|40|4|119|31114|
1000019581|테스트19581|20130430|40|4|25|75995|
1000019582|테스트19582|20130411|40|4|28|33999|
1000019583|테스트19583|20130812|40|4|5|47121|
1000019584|테스트19584|20130730|40|4|1|31114|
1000019585|테스트19585|20130902|30|4|90|72129|
1000019586|테스트19586|20140409|40|4|0|25923|
1000019587|테스트19587|20141001|40|4|10|20122|
1000019588|테스트19588|20151101|30|4|74|46329|
1000019589|테스트19589|20151029|40|5|111|31119|
1000019590|테스트19590|20030217|40|4|38|10309|
1000019591|테스트19591|20110207|40|4|0|10897|
1000019592|테스트19592|19581207|30|4|53|41220|
1000019593|테스트19593|19890726|40|4|28|23991|
1000019594|테스트19594|19900905|40|4|25|23322|
1000019595|테스트19595|20020101|40|4|16|11209|
1000019596|테스트19596|20050223|40|4|11|42131|
1000019597|테스트19597|20050224|40|5|14|10129|
1000019598|테스트19598|20060222|30|4|47|10111|
1000019599|테스트19599|20070701|40|4|26|25111|
1000019600|테스트19600|20081112|40|4|26|49232|
1000019601|테스트19601|20091030|40|4|0|52992|
1000019602|테스트19602|20120424|40|4|9|38312|
1000019603|테스트19603|20121201|40|4|13|10511|
1000019604|테스트19604|20130319|40|4|0|10520|
1000019605|테스트19605|20140101|40|4|1|10219|
1000019606|테스트19606|20131210|40|4|0|20313|
1000019607|테스트19607|20131213|40|8|3|31114|
1000019608|테스트19608|20140220|92|4|9|46203|
1000019609|테스트19609|20150520|40|4|7|46531|
1000019610|테스트19610|20160701|30|4|25|52109|
1000019611|테스트19611|19990610|40|5|0|20209|
1000019612|테스트19612|20000919|40|4|6|10902|
1000019613|테스트19613|20010829|40|4|2|37011|
1000019614|테스트19614|20121231|40|9|0|1152|
1000019615|테스트19615|19580420|30|4|54|41220|
1000019616|테스트19616|19740718|40|5|0|46331|
1000019617|테스트19617|19910912|30|2|87|31114|
1000019618|테스트19618|19910912|30||165|31114|
1000019619|테스트19619|19920317|30|6|89|10129|
1000019620|테스트19620|19930601|40|4|14|42129|
1000019621|테스트19621|19960101|40|4|48|24131|
1000019622|테스트19622|19961101|40|4|29|29172|
1000019623|테스트19623|19961201|30|4|121|30399|
1000019624|테스트19624|19980601|40|4|64|46312|
1000019625|테스트19625|19990503|40|5|15|23322|
1000019626|테스트19626|19991001|40|4|80|30392|
1000019627|테스트19627|20000101|30|4|43|16101|
1000019628|테스트19628|19991201|40|4|37|30399|
1000019629|테스트19629|20010426|40|4|20|25923|
1000019630|테스트19630|20020601|30||107|29241|
1000019631|테스트19631|20021101|40|4|38|10309|
1000019632|테스트19632|20020902|40|4|19|20312|
1000019633|테스트19633|20021204|40|4|48|10309|
1000019634|테스트19634|20030301|40|4|13|10111|
1000019635|테스트19635|20040913|40|4|2|16212|
1000019636|테스트19636|20050401|40|4|42|13992|
1000019637|테스트19637|20050829|40|4|5|41112|
1000019638|테스트19638|20060407|40|4|25|26129|
1000019639|테스트19639|20061025|40|4|27|29241|
1000019640|테스트19640|20071230|40|4|3|35119|
1000019641|테스트19641|20071203|30|4|110|30399|
1000019642|테스트19642|20070829|40|4|23|29150|
1000019643|테스트19643|20080214|30|4|53|25113|
1000019644|테스트19644|20080415|40|4|5|17909|
1000019645|테스트19645|20080611|40|6|37|10129|
1000019646|테스트19646|20090801|40|4|32|10111|
1000019647|테스트19647|20090921|40|4|7|24199|
1000019648|테스트19648|20100501|40|4|32|16101|
1000019649|테스트19649|20100108|40|4|14|23322|
1000019650|테스트19650|20100430|40|5|16|23325|
1000019651|테스트19651|20101110|40|4|4|46721|
1000019652|테스트19652|20110405|30|4|22|31322|
1000019653|테스트19653|20140310|30|4|41|10129|
1000019654|테스트19654|20111201|40|4|20|46312|
1000019655|테스트19655|20120313|40|4|0|46201|
1000019656|테스트19656|20120323|40|4|0|47215|
1000019657|테스트19657|20120402|30|4|24|27216|
1000019658|테스트19658|20120712|40|5|5|75120|
1000019659|테스트19659|20120815|30|4|71|30203|
1000019660|테스트19660|20121025|40|4|0|46312|
1000019661|테스트19661|20121101|30|4|6|46312|
1000019662|테스트19662|20130313|40|4|5|41129|
1000019663|테스트19663|20130524|30|4|19|24212|
1000019664|테스트19664|20130617|40|4|9|29210|
1000019665|테스트19665|20140502|40|4|6|30399|
1000019666|테스트19666|20140523|40|4|0|1110|
1000019667|테스트19667|20141008|40|5|18|10129|
1000019668|테스트19668|20141101|40|4|0|1220|
1000019669|테스트19669|20150201|40|4|23|31202|
1000019670|테스트19670|20150522|40|4|0|29174|
1000019671|테스트19671|20151001|30|4|17|10833|
1000019672|테스트19672|20150907|40|4|20|13993|
1000019673|테스트19673|20160201|40|4|26|22299|
1000019674|테스트19674|19930410|40|4|0|46331|
1000019675|테스트19675|20110318|40|4|41|25111|
1000019676|테스트19676|20151012|40|4|0|1121|
1000019677|테스트19677|19950418|40|4|3|10820|
1000019678|테스트19678|19960301|80|9|1|1110|
1000019679|테스트19679|19950401|40|4|3|46312|
1000019680|테스트19680|19951102|80|9|0|1220|
1000019681|테스트19681|19960104|40|8|1|46311|
1000019682|테스트19682|19980716|40|4|11|1220|
1000019683|테스트19683|19971201|40|4|0|46312|
1000019684|테스트19684|19980401|40|4|10|46201|
1000019685|테스트19685|20090101|40|4|0|1110|
1000019686|테스트19686|20060401|40|4|4|46312|
1000019687|테스트19687|20070517|40|4|0|46312|
1000019688|테스트19688|20060805|40|4|0|46312|
1000019689|테스트19689|20061213|30||46|1220|
1000019690|테스트19690|20071113|40|4|10|10301|
1000019691|테스트19691|20110110|40|4|0|1231|
1000019692|테스트19692|20081120|40|4|0|46312|
1000019693|테스트19693|20081128|40|4|7|46201|
1000019694|테스트19694|20090210|40|5|0|46311|
1000019695|테스트19695|20090807|40|4|3|1110|
1000019696|테스트19696|20090910|40|4|2|1121|
1000019697|테스트19697|20101004|40|4|0|46102|
1000019698|테스트19698|20140213|40|4|10|10611|
1000019699|테스트19699|20151001|40|4|5|10129|
1000019700|테스트19700|20150813|40|8|5|10309|
1000019701|테스트19701|19630801|40|5|1|55119|
1000019702|테스트19702|19800401|40|4|50|49212|
1000019703|테스트19703|19920507|40|4|38|10309|
1000019704|테스트19704|20020101|40|4|7|23991|
1000019705|테스트19705|20000318|30|4|47|31114|
1000019706|테스트19706|20001103|40|4|22|23322|
1000019707|테스트19707|20020330|30|2|103|11209|
1000019708|테스트19708|20020301|40|4|22|23322|
1000019709|테스트19709|20020926|40|4|3|42191|
1000019710|테스트19710|20070119|40|4|16|41121|
1000019711|테스트19711|20030529|40|4|23|10899|
1000019712|테스트19712|20040510|40|4|8|11209|
1000019713|테스트19713|20070601|40|4|3|46201|
1000019714|테스트19714|20070725|40|4|6|23322|
1000019715|테스트19715|20080211|40|4|33|10601|
1000019716|테스트19716|20081216|40|4|10|10121|
1000019717|테스트19717|20090813|40|5|0|46433|
1000019718|테스트19718|20100210|30|4|25|42132|
1000019719|테스트19719|20100722|40|4|0|46201|
1000019720|테스트19720|20110601|40|4|4|10897|
1000019721|테스트19721|20110923|40|4|9|38230|
1000019722|테스트19722|20120412|40|4|9|38312|
1000019723|테스트19723|20121129|40|4|0|10129|
1000019724|테스트19724|20141210|40|4|0|1220|
1000019725|테스트19725|20150824|40|4|0|1110|
1000019726|테스트19726|20040910|40|5|10|23322|
1000019727|테스트19727|20031001|40|4|6|1220|
1000019728|테스트19728|20050301|40|4|8|1110|
1000019729|테스트19729|20060825|40|5|12|10309|
1000019730|테스트19730|19941120|30|4|63|41220|
1000019731|테스트19731|19950601|40|4|45|23324|
1000019732|테스트19732|19950830|40|4|17|41229|
1000019733|테스트19733|19961102|40|5|0|23325|
1000019734|테스트19734|19961102|40|2|0|23329|
1000019735|테스트19735||92|2|0||
1000019736|테스트19736|19981022|40|4|13|30123|
1000019737|테스트19737|20000209|40|4|18|23325|
1000019738|테스트19738|20010530|30|4|22|41220|
1000019739|테스트19739|20021203|40|4|16|24132|
1000019740|테스트19740|20030301|30|4|15|42132|
1000019741|테스트19741|20050801|40|4|6|10801|
1000019742|테스트19742|20060101|40|4|35|10129|
1000019743|테스트19743|20060830|40|5|0|47859|
1000019744|테스트19744|20071105|40|4|13|22232|
1000019745|테스트19745|20080226|40|4|19|2040|
1000019746|테스트19746|20090331|40|4|10|46312|
1000019747|테스트19747|20120816|40|4|6|42499|
1000019748|테스트19748|20151001|40|4|0|23211|
1000019749|테스트19749|19951201|92|4|0|20312|
1000019750|테스트19750|19951013|40|5|7|1220|
1000019751|테스트19751|19960625|40|4|4|46312|
1000019752|테스트19752|19960205|40|4|12|46329|
1000019753|테스트19753|20070101|40|4|2|46312|
1000019754|테스트19754|20021010|40|4|0|10902|
1000019755|테스트19755|20070822|40|4|0|1110|
1000019756|테스트19756|20150810|40|4|0|20313|
1000019757|테스트19757|20151215|40|5|0|1300|
1000019758|테스트19758|20160304|40|4|4|10511|
1000019759|테스트19759|19951204|30|4|56|91121|
1000019760|테스트19760|20000101|30|4|94|20499|
1000019761|테스트19761|19961126|30|4|26|20499|
1000019762|테스트19762|19970101|40|4|2|10213|
1000019763|테스트19763|19981001|40|4|49|29210|
1000019764|테스트19764|20001209|30||218|24132|
1000019765|테스트19765|20020228|30|6|17|46712|
1000019766|테스트19766|20030411|40|4|6|31322|
1000019767|테스트19767|20041026|40|4|18|25944|
1000019768|테스트19768|20050504|40|4|12|29210|
1000019769|테스트19769|20051125|40|4|4|38322|
1000019770|테스트19770|20050811|40|4|47|10309|
1000019771|테스트19771|20050830|30||47|30399|
1000019772|테스트19772|20060415|30|4|12|23322|
1000019773|테스트19773|20060620|40|5|0|69390|
1000019774|테스트19774|20070116|30|4|252|31322|
1000019775|테스트19775|20070810|40|4|0|29210|
1000019776|테스트19776|20080723|40|4|4|29210|
1000019777|테스트19777|20090206|40|4|1|46315|
1000019778|테스트19778|20090216|40|5|7|41229|
1000019779|테스트19779|20090425|40|4|12|10213|
1000019780|테스트19780|20090701|30|4|148|31322|
1000019781|테스트19781|20110105|40|4|4|10121|
1000019782|테스트19782|20110117|40|4|52|46599|
1000019783|테스트19783|20110401|30|4|128|31322|
1000019784|테스트19784|20120227|40|4|27|46315|
1000019785|테스트19785|20130315|40|4|20|49232|
1000019786|테스트19786|20140103|40|4|14|46314|
1000019787|테스트19787|20140528|40|4|33|49232|
1000019788|테스트19788|20140630|40|8|4|10213|
1000019789|테스트19789|20141204|30|4|8|68129|
1000019790|테스트19790|20150225|40|4|0|31322|
1000019791|테스트19791|20150401|40|4|19|10212|
1000019792|테스트19792|20150421|40|4|3|42132|
1000019793|테스트19793|20150625|40|4|25|24311|
1000019794|테스트19794|20151020|40|4|20|30399|
1000019795|테스트19795|20151110|40|5|0|1152|
1000019796|테스트19796|20160108|40|5|16|10129|
1000019797|테스트19797|20160418|40|8|0|55909|
